Geneid	0_R1	0_R2	5_R1	5_R2	10_R1	10_R2	15_R1	15_R2	Entity	Symbol	is_outlier	outlier_info
gene-PA5492	86	67	83	132	18	23	10	3	host	gene-PA5492	False	
gene-PA4718	59	63	47	66	6	10	3	4	host	gene-PA4718	False	
gene-PA1502	24	16	12	6	2	4	2	4	host	gcl	False	
gene-PA0202	6	5	9	10	4	3	0	0	host	gene-PA0202	False	
gene-PA2252	23	18	9	9	4	0	1	2	host	gene-PA2252	False	
gene-PPLUZ19_gp13.1	0	0	70	43	38326	31338	15598	13656	phage	gp13.1	False	
gene-PA2165	20	16	7	14	3	3	0	2	host	gene-PA2165	False	
gene-PA3236	43	26	22	21	7	6	3	1	host	gene-PA3236	False	
gene-PA1763	35	48	36	49	5	4	0	3	host	gene-PA1763	False	
gene-PA3072	3	1	1	3	0	0	1	0	host	gene-PA3072	False	
gene-PA5380	58	76	25	38	19	12	16	17	host	gbdR	False	
gene-PA3386	6	12	6	15	1	3	3	1	host	gene-PA3386	False	
gene-PA4113	14	17	10	21	7	8	4	2	host	gene-PA4113	False	
gene-PA5092	44	25	23	44	9	4	4	1	host	hutI	False	
gene-PA3488	26	39	19	31	5	6	10	2	host	gene-PA3488	False	
gene-PA5546	240	158	58	72	21	25	19	13	host	gene-PA5546	False	
gene-PA3413	174	125	33	57	11	7	9	8	host	gene-PA3413	False	
gene-PA1989	49	38	30	41	5	4	4	1	host	pqqE	False	
gene-PA0177	61	70	38	71	9	15	6	6	host	gene-PA0177	False	
gene-PA3026	76	51	29	56	8	9	5	5	host	gene-PA3026	False	
gene-PA3685	48	68	52	100	21	21	14	8	host	gene-PA3685	False	
gene-PA2360	66	55	45	40	8	7	4	2	host	gene-PA2360	False	
gene-PA1518	6	9	6	3	1	1	0	2	host	gene-PA1518	False	
gene-PA3856	48	31	37	47	4	5	2	1	host	gene-PA3856	False	
gene-PA3152	187	306	176	343	31	47	15	7	host	hisH2	False	
gene-PA1073	97	122	157	213	9	10	8	8	host	braD	False	
gene-PA3204	47	49	21	37	7	3	3	5	host	gene-PA3204	False	
gene-PA4027	17	16	13	13	3	3	1	3	host	gene-PA4027	False	
gene-PA2267	69	42	21	18	6	1	3	3	host	gene-PA2267	False	
gene-PA1758	158	151	100	111	22	21	9	4	host	pabB	False	
gene-PA0272	55	50	29	29	3	11	4	7	host	gene-PA0272	False	
gene-PA5093	26	28	24	26	6	6	1	0	host	gene-PA5093	False	
gene-PA5021	63	53	15	18	6	5	2	2	host	gene-PA5021	False	
gene-PA3337	18	25	7	29	1	8	2	0	host	rfaD	False	
gene-PA4521	111	76	44	70	9	9	7	2	host	gene-PA4521	False	
gene-PA4808	56	49	30	35	12	6	6	2	host	selA	False	
gene-PA4191	19	12	16	29	2	9	0	0	host	gene-PA4191	False	
gene-PA4150	39	31	15	15	1	3	6	1	host	gene-PA4150	False	
gene-PA3129	95	83	36	77	20	21	12	16	host	gene-PA3129	False	
gene-PA4722	157	164	77	115	18	20	10	5	host	gene-PA4722	False	
gene-PA5306	55	107	70	72	11	21	13	4	host	gene-PA5306	False	
gene-PA3309	102	114	34	80	6	15	11	8	host	gene-PA3309	False	
gene-PA2237	41	40	63	106	13	18	3	3	host	pslG	False	
gene-PA0811	73	55	52	93	22	28	12	6	host	gene-PA0811	False	
gene-PA4095	1	4	1	0	0	0	1	0	host	gene-PA4095	False	
gene-PA2105	61	80	43	60	1	4	4	2	host	gene-PA2105	False	
gene-PA3578	298	198	97	165	14	18	7	5	host	gene-PA3578	False	
gene-PA2380	21	34	8	21	4	6	1	6	host	gene-PA2380	False	
gene-PA1595	65	74	27	68	18	5	8	8	host	gene-PA1595	False	
gene-PA5379	9	9	8	6	5	4	4	6	host	sdaB	False	
gene-PA1817	189	137	58	94	16	18	7	6	host	gene-PA1817	False	
gene-PA2162	13	10	7	14	3	1	0	0	host	gene-PA2162	False	
gene-PA3470	42	29	45	45	11	8	5	2	host	gene-PA3470	False	
gene-PA5352	3	4	3	6	1	0	1	1	host	gene-PA5352	False	
gene-PA5140	245	265	182	259	35	40	26	10	host	hisF1	False	
gene-PA3664	79	101	55	89	23	20	14	6	host	gene-PA3664	False	
gene-PA0986	5	8	1	4	1	0	1	0	host	gene-PA0986	False	
gene-PA0708	3	10	5	10	1	3	0	0	host	gene-PA0708	False	
gene-PA0890	70	169	87	147	17	15	4	5	host	aotM	False	
gene-PA0862	164	150	64	75	9	13	3	5	host	gene-PA0862	False	
gene-PA4682	33	34	11	20	13	10	11	5	host	gene-PA4682	False	
gene-PA1085	229	144	192	201	28	17	13	11	host	flgJ	False	
gene-PA3142	114	118	73	158	31	35	24	10	host	gene-PA3142	False	
gene-PA4145	41	24	11	25	5	4	0	2	host	gene-PA4145	False	
gene-PA3443	4	6	3	7	0	3	1	0	host	gene-PA3443	False	
gene-PA4969	141	111	38	57	10	10	6	3	host	cpdA	False	
gene-PA3293	14	5	5	7	2	1	4	1	host	gene-PA3293	False	
gene-PA1351	8	6	2	7	1	2	1	2	host	gene-PA1351	False	
gene-PA5197	67	74	37	54	8	15	10	8	host	rimK	False	
gene-PA1519	5	4	5	5	0	3	1	0	host	gene-PA1519	False	
gene-PA2483	100	98	86	134	21	15	10	8	host	gene-PA2483	False	
gene-PA5211	11	7	7	5	3	4	1	3	host	gene-PA5211	False	
gene-PA5539	9	13	6	8	1	1	0	1	host	gene-PA5539	False	
gene-PA1858	15	10	10	12	2	8	1	0	host	str	False	
gene-PA0886	16	13	7	13	2	2	0	2	host	gene-PA0886	False	
gene-PA2352	23	21	22	25	8	8	4	1	host	gene-PA2352	False	
gene-PA0919	104	77	75	70	21	25	11	10	host	gene-PA0919	False	
gene-PA3033	26	12	9	11	3	4	3	2	host	gene-PA3033	False	
gene-PA0570	17	12	3	16	2	3	1	2	host	gene-PA0570	False	
gene-PA1055	8	11	10	23	2	7	4	3	host	gene-PA1055	False	
gene-PA3119	56	80	26	52	3	2	2	0	host	gene-PA3119	False	
gene-PA1328	14	16	8	14	0	1	0	2	host	gene-PA1328	False	
gene-PA0099	50	111	56	121	17	22	15	7	host	gene-PA0099	False	
gene-PA3459	41	39	21	27	6	5	1	1	host	gene-PA3459	False	
gene-PA3473	36	33	13	37	10	8	4	3	host	gene-PA3473	False	
gene-PA5318	29	23	10	28	8	8	5	3	host	gene-PA5318	False	
gene-PA3963	17	17	4	12	1	2	1	3	host	gene-PA3963	False	
gene-PA4828	18	19	5	9	2	1	0	1	host	gene-PA4828	False	
gene-PA4982	40	26	15	22	2	1	0	1	host	gene-PA4982	False	
gene-PA4627	36	20	29	34	8	4	7	3	host	gene-PA4627	False	
gene-PA2755a	50	20	14	18	9	1	3	3	host	gene-PA2755a	False	
gene-PA2501	8	30	4	4	3	5	3	0	host	gene-PA2501	False	
gene-PA4813	6	7	3	6	1	1	0	0	host	lipC	False	
gene-PA0725	9	15	2	8	0	0	1	1	host	gene-PA0725	False	
gene-PA1516	10	21	7	8	1	0	0	1	host	gene-PA1516	False	
gene-PA0181	42	24	8	7	4	2	2	1	host	gene-PA0181	False	
gene-PA0445	38	46	25	50	6	9	5	5	host	gene-PA0445	False	
gene-PA0371	47	61	86	77	14	13	6	8	host	gene-PA0371	False	
gene-PA2750a	40	45	22	30	6	15	2	2	host	gene-PA2750a	False	
gene-PA2772a	13	8	7	14	0	5	2	0	host	gene-PA2772a	False	
gene-PA0885	11	7	1	7	1	1	1	2	host	gene-PA0885	False	
gene-PA3114	88	85	101	151	18	12	10	5	host	truA	False	
gene-PA3938	9	10	4	10	0	4	0	1	host	gene-PA3938	False	
gene-PA5270	43	29	14	25	4	4	2	3	host	gene-PA5270	False	
gene-PA1128	25	25	12	15	5	4	1	1	host	gene-PA1128	False	
gene-PA4806	17	20	15	19	4	0	0	2	host	gene-PA4806	False	
gene-PA2785	2	1	1	1	1	0	1	0	host	gene-PA2785	False	
gene-PA3432	2	0	2	1	1	2	0	1	host	gene-PA3432	False	
gene-PA2697	8	1	2	7	0	2	0	0	host	gene-PA2697	False	
gene-PA0631	18	24	19	34	13	27	10	9	host	gene-PA0631	False	
gene-PA3301	75	82	65	82	17	16	7	10	host	gene-PA3301	False	
gene-PA4649	9	5	1	9	8	1	0	1	host	gene-PA4649	False	
gene-PA1038	25	28	18	23	4	5	2	3	host	gene-PA1038	False	
gene-PA3365	45	33	33	49	4	3	0	0	host	gene-PA3365	False	
gene-PA3375	4	3	3	5	0	0	1	0	host	gene-PA3375	False	
gene-PA1114	35	24	20	23	1	5	1	0	host	gene-PA1114	False	
gene-PA2725	59	84	40	64	16	13	9	8	host	gene-PA2725	False	
gene-PA5346	280	331	113	195	37	40	23	24	host	gene-PA5346	False	
gene-PA2416	19	11	5	14	0	3	0	0	host	treA	False	
gene-PA1049	48	60	41	61	9	14	9	1	host	pdxH	False	
gene-PA0814	6	6	8	5	0	3	2	0	host	gene-PA0814	False	
gene-PA1994	39	27	18	32	6	2	5	0	host	gene-PA1994	False	
gene-PA1061	90	59	46	76	8	11	6	10	host	gene-PA1061	False	
gene-PA2886	17	15	3	9	1	0	2	2	host	atuA	False	
gene-PA3172	84	113	118	156	34	31	20	15	host	gene-PA3172	False	
gene-PA2595	12	17	11	15	3	4	3	0	host	gene-PA2595	False	
gene-PA0568	65	61	27	35	4	4	8	5	host	gene-PA0568	False	
gene-PA3916	33	26	26	27	8	10	4	2	host	moaE	False	
gene-PA5114	144	123	64	145	36	55	34	13	host	gene-PA5114	False	
gene-PA0364	23	16	18	26	7	3	4	1	host	gene-PA0364	False	
gene-PA5113	133	141	94	122	25	40	30	8	host	gene-PA5113	False	
gene-PA4663	114	107	72	141	14	36	17	8	host	moeB	False	
gene-PA0340	33	53	17	38	8	6	4	4	host	gene-PA0340	False	
gene-PA0850	39	15	11	13	2	3	0	3	host	gene-PA0850	False	
gene-PA2915	65	27	16	16	0	6	3	2	host	gene-PA2915	False	
gene-PA1381	8	11	7	7	0	4	2	1	host	gene-PA1381	False	
gene-PA4315	312	308	208	273	24	40	26	14	host	mvaT	False	
gene-PA4812	155	173	129	223	14	22	11	5	host	fdnG	False	
gene-PA2983	256	292	136	272	46	43	18	17	host	gene-PA2983	False	
gene-PA2500	22	35	6	5	0	3	3	0	host	gene-PA2500	False	
gene-PA3425	46	28	21	12	2	2	1	1	host	gene-PA3425	False	
gene-PA4137	7	6	5	10	3	8	2	1	host	gene-PA4137	False	
gene-PA3671	62	76	13	10	2	3	4	3	host	gene-PA3671	False	
gene-PA0032a	83	72	41	30	5	7	2	2	host	gene-PA0032a	False	
gene-PA0598	177	129	87	110	17	34	17	8	host	gene-PA0598	False	
gene-PA3229	23	30	12	18	4	2	3	2	host	gene-PA3229	False	
gene-PA2714	25	17	10	11	1	6	3	2	host	gene-PA2714	False	
gene-PA0677	4	4	0	3	0	1	0	2	host	gene-PA0677	False	
gene-PA0066	34	49	9	20	3	13	6	2	host	gene-PA0066	False	
gene-PA4980	9	23	4	7	2	0	0	1	host	gene-PA4980	False	
gene-PA5058	75	84	32	69	9	15	11	8	host	phaC2	False	
gene-PA1388	22	22	10	21	3	3	1	0	host	gene-PA1388	False	
gene-PA3824	33	60	104	152	26	19	12	11	host	queA	False	
gene-PA3175	5	5	7	7	3	2	4	3	host	gene-PA3175	False	
gene-PA3448	3	3	0	1	0	0	0	0	host	gene-PA3448	False	
gene-PA5162	117	131	86	125	25	30	10	8	host	rmlD	False	
gene-PA3778	39	27	14	37	2	4	5	2	host	gene-PA3778	False	
gene-PA1813	38	28	18	26	8	9	4	0	host	gene-PA1813	False	
gene-PA2334	5	3	2	1	0	1	1	0	host	gene-PA2334	False	
gene-PA4446	96	116	99	127	29	33	21	13	host	algW	False	
gene-PA2688	49	43	16	19	4	3	7	5	host	pfeA	False	
gene-PA5536	2	2	0	4	1	1	0	0	host	gene-PA5536	False	
gene-PA1039	29	26	15	29	5	5	3	3	host	gene-PA1039	False	
gene-PA0979	15	13	2	9	0	2	1	0	host	gene-PA0979	False	
gene-PA4531	82	70	48	69	10	17	9	4	host	gene-PA4531	False	
gene-PA4131	7	14	11	13	8	12	11	11	host	gene-PA4131	False	
gene-PA4691	40	35	26	29	4	13	8	8	host	gene-PA4691	False	
gene-PA0355	15	6	10	4	1	2	2	1	host	pfpI	False	
gene-PA4827	46	33	18	20	3	5	2	5	host	gene-PA4827	False	
gene-PA1399	24	28	13	12	4	4	4	3	host	gene-PA1399	False	
gene-PA1887	42	24	10	15	2	3	0	1	host	gene-PA1887	False	
gene-PA1361	37	47	47	88	16	23	5	7	host	gene-PA1361	False	
gene-PA4367	124	114	42	66	11	18	11	8	host	bifA	False	
gene-PA4726.1	18	21	10	11	8	7	3	2	host	gene-PA4726.1	False	
gene-PA4528	249	273	188	287	28	24	12	18	host	pilD	False	
gene-PA1252	57	38	11	17	6	2	0	1	host	gene-PA1252	False	
gene-PA0024	69	90	55	81	20	28	14	6	host	hemF	False	
gene-PA4658	28	19	11	17	2	7	2	1	host	gene-PA4658	False	
gene-PA4311	49	39	29	32	9	14	10	9	host	gene-PA4311	False	
gene-PA5262	187	241	78	99	16	23	18	7	host	algZ	False	
gene-PA4373	121	135	109	171	13	12	2	4	host	gene-PA4373	False	
gene-PA2618	30	26	18	26	13	16	3	3	host	gene-PA2618	False	
gene-PA2600	11	18	4	10	1	1	0	0	host	gene-PA2600	False	
gene-PA1103	312	252	180	270	24	44	14	8	host	gene-PA1103	False	
gene-PA2778	55	17	28	26	8	6	1	2	host	gene-PA2778	False	
gene-PA1178	33	33	38	45	22	17	16	18	host	oprH	False	
gene-PA4579	136	129	82	137	9	27	22	9	host	gene-PA4579	False	
gene-PA5275	269	201	92	154	26	38	9	12	host	gene-PA5275	False	
gene-PA4550	249	172	180	213	24	17	8	6	host	fimU	False	
gene-PA3059	10	11	8	10	5	3	2	0	host	pelF	False	
gene-PA0006	55	50	32	55	7	21	12	7	host	gene-PA0006	False	
gene-PA1020	43	38	18	30	3	3	5	1	host	gene-PA1020	False	
gene-PA4603	177	124	170	238	27	22	7	11	host	gene-PA4603	False	
gene-PA4041	44	31	15	17	3	6	2	1	host	gene-PA4041	False	
gene-PA2573	223	197	115	153	21	29	18	14	host	gene-PA2573	False	
gene-PA5494	59	60	36	62	11	15	11	9	host	gene-PA5494	False	
gene-PA3695	98	97	83	111	19	18	4	10	host	gene-PA3695	False	
gene-PA3720	4	5	5	8	0	0	0	0	host	gene-PA3720	False	
gene-PA1139	34	28	13	12	6	5	1	0	host	gene-PA1139	False	
gene-PA1746	17	11	11	13	3	5	1	1	host	gene-PA1746	False	
gene-PA5109	133	97	88	124	14	18	9	6	host	gene-PA5109	False	
gene-PA3430	12	12	14	10	3	5	2	1	host	gene-PA3430	False	
gene-PA4464	312	274	89	119	28	21	12	13	host	ptsN	False	
gene-PA0601	127	143	56	70	13	15	11	3	host	gene-PA0601	False	
gene-PA3908	32	45	34	75	10	20	12	11	host	gene-PA3908	False	
gene-PA0691	1	2	0	1	1	0	1	1	host	gene-PA0691	False	
gene-PA1602	8	3	12	3	3	1	0	4	host	gene-PA1602	False	
gene-PA4194	3	3	1	3	2	1	0	0	host	gene-PA4194	False	
gene-PA1874	184	130	86	132	31	33	26	16	host	gene-PA1874	False	
gene-PA0489	1	2	1	5	0	0	0	0	host	gene-PA0489	False	
gene-PA1960	17	14	9	13	5	3	4	2	host	gene-PA1960	False	
gene-PA0125	16	15	5	6	2	3	3	0	host	gene-PA0125	False	
gene-PA2912	5	1	3	7	1	1	2	0	host	gene-PA2912	False	
gene-PA3391	12	7	3	9	5	1	1	3	host	nosR	False	
gene-PA4105	4	1	1	0	0	0	0	0	host	gene-PA4105	False	
gene-PA5145	58	28	20	20	3	7	2	2	host	gene-PA5145	False	
gene-PA5023	99	65	53	76	6	9	4	4	host	gene-PA5023	False	
gene-PA0182	11	3	3	9	1	2	0	0	host	gene-PA0182	False	
gene-PA3587	33	14	15	14	5	4	0	1	host	metR	False	
gene-PA4334	41	36	21	36	6	3	8	2	host	gene-PA4334	False	
gene-PA2942.1	21	18	4	6	4	2	2	1	host	gene-PA2942.1	False	
gene-PA2260	5	4	3	3	1	0	0	0	host	gene-PA2260	False	
gene-PA2625	26	19	19	20	2	8	5	3	host	gene-PA2625	False	
gene-PA3441	24	27	36	55	5	10	3	2	host	gene-PA3441	False	
gene-PA5351	30	32	15	30	9	15	6	5	host	rubA1	False	
gene-PA3138	317	238	147	196	31	24	19	9	host	uvrB	False	
gene-PA4648	3	3	0	4	0	2	1	0	host	gene-PA4648	False	
gene-PA0644	43	74	38	85	25	58	32	13	host	gene-PA0644	False	
gene-PA3084	69	76	84	95	26	26	16	10	host	gene-PA3084	False	
gene-PA2329	4	3	1	2	0	1	0	2	host	gene-PA2329	False	
gene-PA0600	229	218	102	153	23	36	24	14	host	gene-PA0600	False	
gene-PA5094	27	34	17	28	4	3	2	4	host	gene-PA5094	False	
gene-PA1387	43	43	11	35	4	9	2	1	host	gene-PA1387	False	
gene-PA1612	36	20	24	36	10	7	7	5	host	gene-PA1612	False	
gene-PA1021	42	32	17	18	8	5	5	0	host	gene-PA1021	False	
gene-PA1113	29	19	27	42	5	7	2	3	host	gene-PA1113	False	
gene-PA1931	11	4	6	9	3	0	2	1	host	gene-PA1931	False	
gene-PA1967	225	78	43	34	10	5	4	4	host	gene-PA1967	False	
gene-PA3988	214	241	240	332	43	40	21	16	host	gene-PA3988	False	
gene-PA3453	116	98	58	83	27	25	20	10	host	gene-PA3453	False	
gene-PA4867	21	20	6	12	2	2	4	1	host	ureB	False	
gene-PA3170	57	80	52	61	13	17	10	7	host	gene-PA3170	False	
gene-PA1344	100	34	32	26	9	4	7	4	host	gene-PA1344	False	
gene-PA2458	94	112	101	240	29	58	21	8	host	gene-PA2458	False	
gene-PA0120	50	20	9	14	1	3	3	1	host	gene-PA0120	False	
gene-PA1146	15	15	4	12	3	1	1	0	host	gene-PA1146	False	
gene-PA1753	120	127	53	81	19	11	6	6	host	gene-PA1753	False	
gene-PA2652	124	116	95	94	15	12	10	11	host	gene-PA2652	False	
gene-PA4117	157	176	115	175	23	16	9	8	host	bphP	False	
gene-PA0160	7	12	6	7	2	2	3	1	host	gene-PA0160	False	
gene-PA4288	11	16	5	14	9	3	7	5	host	gene-PA4288	False	
gene-PA5064	48	37	43	35	10	8	4	7	host	gene-PA5064	False	
gene-PA1918	10	11	4	8	0	1	1	0	host	gene-PA1918	False	
gene-PA3031.1	1	4	1	1	0	1	0	0	host	gene-PA3031.1	False	
gene-PA4849	9	12	19	33	5	6	2	1	host	gene-PA4849	False	
gene-PA3574	73	52	29	46	7	13	7	1	host	nalD	False	
gene-PA3271	192	122	92	185	18	17	7	13	host	gene-PA3271	False	
gene-PA3064	12	22	7	12	5	2	5	1	host	pelA	False	
gene-PA4419	56	65	17	42	7	6	4	3	host	ftsL	False	
gene-PA2498	7	4	2	2	0	0	1	0	host	gene-PA2498	False	
gene-PA3699	99	80	33	54	12	12	8	7	host	gene-PA3699	False	
gene-PA2302	138	269	114	345	17	37	23	11	host	ambE	False	
gene-PA3312	36	24	7	23	1	5	3	3	host	gene-PA3312	False	
gene-PA4111	42	27	29	25	7	7	2	2	host	gene-PA4111	False	
gene-PA2817	27	27	19	28	9	6	6	8	host	gene-PA2817	False	
gene-PA3735	164	235	159	255	37	44	27	14	host	thrC	False	
gene-PA3379	2	0	0	3	1	0	0	0	host	gene-PA3379	False	
gene-PA1060	33	26	25	39	5	9	8	3	host	gene-PA1060	False	
gene-PA5190	55	52	36	29	12	5	2	4	host	gene-PA5190	False	
gene-PA3876	17	12	1	9	2	4	1	0	host	narK2	False	
gene-PA0854	47	29	28	24	2	3	8	2	host	fumC2	False	
gene-PA4820	7	0	0	1	1	1	0	0	host	gene-PA4820	False	
gene-PA5251	71	80	86	121	8	7	7	7	host	gene-PA5251	False	
gene-PA2143	5	0	0	3	0	1	0	1	host	gene-PA2143	False	
gene-PA1435	5	9	4	7	2	4	0	0	host	gene-PA1435	False	
gene-PA1488	14	10	0	9	2	2	2	1	host	gene-PA1488	False	
gene-PA2813	112	81	31	44	17	5	6	4	host	gene-PA2813	False	
gene-PA3447	4	3	2	1	1	0	0	0	host	gene-PA3447	False	
gene-PA2018	165	204	160	272	52	49	24	24	host	gene-PA2018	False	
gene-PA2978	124	165	152	204	31	24	11	8	host	ptpA	False	
gene-PA1137	10	17	6	9	1	2	1	0	host	gene-PA1137	False	
gene-PA2517	1	3	1	1	0	0	1	0	host	xylY	False	
gene-PA4909	51	35	35	73	11	9	3	3	host	gene-PA4909	False	
gene-PA2672	8	7	4	13	0	1	1	2	host	gene-PA2672	False	
gene-PA3548	18	12	3	5	2	3	1	0	host	algI	False	
gene-PA2503	42	39	21	40	10	13	7	3	host	gene-PA2503	False	
gene-PA1135	21	11	11	11	1	1	0	2	host	gene-PA1135	False	
gene-PA2187	4	4	0	3	0	4	0	0	host	gene-PA2187	False	
gene-PA1987	57	32	23	36	4	3	1	1	host	pqqC	False	
gene-PA3364	56	40	40	50	6	5	2	2	host	amiC	False	
gene-PA1921	1	1	2	2	0	1	0	0	host	gene-PA1921	False	
gene-PA5227	90	77	47	69	12	17	8	7	host	gene-PA5227	False	
gene-PA2529	41	64	32	48	7	7	2	3	host	gene-PA2529	False	
gene-PA5481	119	75	44	47	14	20	14	16	host	gene-PA5481	False	
gene-PA1537	6	4	2	5	1	1	0	2	host	gene-PA1537	False	
gene-PA4841	60	57	29	34	4	9	4	1	host	gene-PA4841	False	
gene-PA5062	226	146	49	69	13	11	9	1	host	gene-PA5062	False	
gene-PA4082	34	44	14	25	5	7	5	4	host	cupB5	False	
gene-PA2510	6	6	4	11	0	2	2	0	host	catR	False	
gene-PA2835	5	10	3	6	2	0	0	1	host	gene-PA2835	False	
gene-PA2284	17	19	8	13	3	3	5	2	host	gene-PA2284	False	
gene-PA0406	73	70	24	48	11	7	2	5	host	tonB3	False	
gene-PA3758	2	4	2	6	1	1	2	0	host	gene-PA3758	False	
gene-PA5467	9	10	3	6	3	1	4	2	host	gene-PA5467	False	
gene-PA3054	47	36	40	54	11	8	3	2	host	gene-PA3054	False	
gene-PA2911	21	27	9	24	4	4	3	3	host	gene-PA2911	False	
gene-PA1153	20	18	10	18	3	7	3	0	host	gene-PA1153	False	
gene-PA2746	13	20	9	30	1	7	2	2	host	gene-PA2746	False	
gene-PA1416	40	23	46	24	6	3	0	2	host	gene-PA1416	False	
gene-PA5057	27	30	13	28	4	4	6	2	host	phaD	False	
gene-PA1538	16	23	13	10	2	5	2	3	host	gene-PA1538	False	
gene-PA1925	2	5	2	6	0	1	0	0	host	gene-PA1925	False	
gene-PA0169	69	74	33	70	1	7	4	0	host	gene-PA0169	False	
gene-PA4133	16	27	22	41	5	10	5	3	host	gene-PA4133	False	
gene-PA3683	34	40	29	50	4	8	6	4	host	gene-PA3683	False	
gene-PA0864	15	5	5	3	2	2	0	0	host	gene-PA0864	False	
gene-PA1236	6	9	5	7	1	0	2	2	host	gene-PA1236	False	
gene-PA0466	4	2	6	4	0	0	0	0	host	gene-PA0466	False	
gene-PA3284	181	142	70	145	26	32	14	10	host	gene-PA3284	False	
gene-PA0214	6	8	3	9	7	3	1	1	host	gene-PA0214	False	
gene-PA2024	26	3	12	17	2	6	0	3	host	gene-PA2024	False	
gene-PA0187	2	4	0	5	0	1	2	0	host	gene-PA0187	False	
gene-PA5530	42	57	45	64	7	14	12	6	host	gene-PA5530	False	
gene-PA2590	13	10	6	18	1	1	3	1	host	gene-PA2590	False	
gene-PA2493	8	7	4	4	2	3	0	0	host	mexE	False	
gene-PA5203	198	194	131	252	35	37	22	18	host	gshA	False	
gene-PA3276	30	29	11	26	5	7	2	1	host	gene-PA3276	False	
gene-PA2067	6	9	1	8	0	5	1	2	host	gene-PA2067	False	
gene-PA2897	164	220	96	172	15	19	8	9	host	gene-PA2897	False	
gene-PA0107	11	5	3	4	1	0	0	1	host	gene-PA0107	False	
gene-PA5084	8	6	4	3	2	0	0	0	host	gene-PA5084	False	
gene-PA0260	142	166	101	180	19	22	13	7	host	gene-PA0260	False	
gene-PA3687	311	203	73	99	17	22	16	5	host	ppc	False	
gene-PA4685	25	18	33	21	15	9	6	9	host	gene-PA4685	False	
gene-PA1223	17	11	5	9	2	2	1	0	host	gene-PA1223	False	
gene-PA0726	19	33	5	15	1	3	5	3	host	gene-PA0726	False	
gene-PA1676	16	15	19	12	5	1	1	2	host	gene-PA1676	False	
gene-PA5414	47	47	29	45	5	12	9	3	host	gene-PA5414	False	
gene-PA0165	4	6	7	14	3	12	7	5	host	gene-PA0165	False	
gene-PA1701	33	12	28	7	6	2	1	3	host	gene-PA1701	False	
gene-PA0195	16	13	6	10	2	2	0	2	host	pntAA	False	
gene-PA2861	5	1	2	3	1	0	0	0	host	ligT	False	
gene-PA3174	13	12	4	6	2	1	1	2	host	gene-PA3174	False	
gene-PA2003	150	106	125	117	45	37	17	10	host	bdhA	False	
gene-PA0065	32	44	13	11	4	9	3	4	host	gene-PA0065	False	
gene-PA3540	17	17	7	13	3	4	8	5	host	algD	False	
gene-PA0993	1	2	0	0	0	0	0	0	host	cupC2	False	
gene-PA1408	17	10	9	12	4	2	2	2	host	gene-PA1408	False	
gene-PA5392	6	5	4	4	1	3	1	1	host	gene-PA5392	False	
gene-PA0128	13	31	13	17	16	9	10	4	host	gene-PA0128	False	
gene-PA0467	5	7	3	8	0	1	0	1	host	gene-PA0467	False	
gene-PA1952	2	3	1	3	0	0	1	1	host	gene-PA1952	False	
gene-PA2121	13	16	5	13	1	0	0	0	host	gene-PA2121	False	
gene-PA2052	16	5	12	12	4	4	0	0	host	cynS	False	
gene-PA2892	12	17	9	5	1	0	0	0	host	atuG	False	
gene-PA1549	36	54	37	65	20	15	17	14	host	gene-PA1549	False	
gene-PA3980	68	54	76	131	34	33	27	15	host	gene-PA3980	False	
gene-PA1691	20	9	18	8	3	4	2	1	host	pscT	False	
gene-PA3366	95	72	55	65	13	14	7	7	host	amiE	False	
gene-PA2036	2	2	3	6	1	0	0	0	host	gene-PA2036	False	
gene-PA1018	14	9	3	3	1	1	1	0	host	gene-PA1018	False	
gene-PA4229	45	40	88	63	6	2	3	2	host	pchC	False	
gene-PA2531	279	153	127	129	24	24	16	8	host	gene-PA2531	False	
gene-PA0615	177	94	100	169	48	59	30	13	host	gene-PA0615	False	
gene-PA3953	6	8	1	2	0	2	0	1	host	gene-PA3953	False	
gene-PA4674	27	40	10	19	9	8	2	2	host	gene-PA4674	False	
gene-PA5229	75	54	20	60	10	11	5	4	host	gene-PA5229	False	
gene-PA1850	18	16	6	12	2	2	0	0	host	gene-PA1850	False	
gene-PA0183	39	39	16	16	14	8	2	3	host	atsA	False	
gene-PA1251	25	19	6	26	1	8	0	1	host	gene-PA1251	False	
gene-PA3333	12	147	15	162	1	44	12	0	host	fabH2	False	
gene-PA4907	82	66	36	40	14	21	5	0	host	gene-PA4907	False	
gene-PA1629	3	9	2	1	0	1	2	1	host	gene-PA1629	False	
gene-PA4203	5	8	1	6	0	1	0	0	host	gene-PA4203	False	
gene-PA5264	43	88	39	49	9	14	7	6	host	gene-PA5264	False	
gene-PA4786	39	36	36	43	3	6	3	3	host	gene-PA4786	False	
gene-PA3721	50	73	69	133	31	38	27	11	host	nalC	False	
gene-PA4094	33	29	17	23	4	6	4	4	host	gene-PA4094	False	
gene-PA4862	3	9	3	4	1	1	2	0	host	gene-PA4862	False	
gene-PA5507	27	9	22	16	9	7	5	4	host	gene-PA5507	False	
gene-PA2223	35	51	22	45	6	7	5	0	host	gene-PA2223	False	
gene-PA5090	46	33	26	55	7	4	3	2	host	gene-PA5090	False	
gene-PA2138	9	7	6	9	1	0	1	3	host	gene-PA2138	False	
