Geneid	Ctrl_R1	Ctrl_R2	Ctrl_R3	0_R1	0_R2	0_R3	2_R1	2_R2	2_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	20_R1	20_R2	20_R3	30_R1	30_R2	30_R3	Entity	Symbol	is_outlier	outlier_info
gene-SAURSH1000_RS00360	120	24	131	120	17	115	101	25	95	75	37	33	34	41	23	4	9	14	8	9	11	host	sbnF	False	
gene-SAURSH1000_RS11860	528	511	284	680	620	341	567	779	374	549	1006	290	476	771	140	223	252	59	220	189	36	host	gene-SAURSH1000_RS11860	False	
gene-SAURSH1000_RS04225	146	64	213	204	30	149	235	35	128	235	48	75	153	131	75	58	83	43	44	138	14	host	gene-SAURSH1000_RS04225	False	
gene-SAURSH1000_RS12605	2	2	1	5	4	3	4	5	3	4	5	0	3	3	0	0	1	0	0	0	0	host	gene-SAURSH1000_RS12605	False	
gene-SAURSH1000_RS06895	409	565	427	575	473	500	593	437	432	542	507	217	339	429	102	103	129	34	80	114	15	host	gene-SAURSH1000_RS06895	False	
gene-SAURSH1000_RS00560	16	28	15	29	18	27	26	17	18	40	27	8	20	28	6	4	13	2	6	8	1	host	gene-SAURSH1000_RS00560	False	
gene-SAURSH1000_RS11625	133	185	152	273	164	191	333	169	203	379	225	73	158	248	43	33	57	23	36	63	8	host	gene-SAURSH1000_RS11625	False	
gene-SAURSH1000_RS02485	161	244	172	272	226	178	265	215	160	236	283	77	135	195	54	58	62	25	23	74	7	host	gene-SAURSH1000_RS02485_gene_rpmG	False	
gene-SAURSH1000_RS00780	7	4	5	5	3	4	6	8	4	9	11	2	2	5	1	3	4	1	0	2	0	host	gene-SAURSH1000_RS00780	False	
gene-SAURSH1000_RS01680	286	187	192	490	94	189	451	120	270	378	213	188	312	334	87	167	94	66	133	110	48	host	gene-SAURSH1000_RS01680	False	
gene-SAURSH1000_RS06140	96	90	94	260	123	118	262	207	133	214	201	41	93	115	23	33	37	8	30	39	9	host	gene-SAURSH1000_RS06140	False	
gene-SAURSH1000_RS09435	73	47	75	72	71	55	80	60	67	64	92	54	41	74	32	24	18	11	29	22	12	host	gene-SAURSH1000_RS09435	False	
gene-SAURSH1000_RS09465	190	283	209	314	263	233	346	247	241	455	299	97	208	248	32	51	60	8	39	70	7	host	gene-SAURSH1000_RS09465	False	
gene-SAURSH1000_RS04130	436	460	347	816	659	490	743	476	469	749	500	284	454	361	141	150	122	67	160	129	47	host	gene-SAURSH1000_RS04130	False	
gene-SAURSH1000_RS06410	181	138	146	213	155	142	259	162	164	180	226	96	90	173	26	34	41	13	43	59	6	host	gene-SAURSH1000_RS06410	False	
gene-SAURSH1000_RS01490	60	61	43	74	72	62	82	82	37	82	56	51	35	76	13	12	18	10	24	19	5	host	mepA	False	
gene-SAURSH1000_RS08070	355	492	389	541	336	372	665	293	412	605	340	251	374	454	117	125	177	74	78	190	45	host	gene-SAURSH1000_RS08070	False	
gene-SAURSH1000_RS04510	771	913	748	992	920	804	1105	1075	758	941	1218	389	443	925	150	137	228	74	113	242	46	host	gene-SAURSH1000_RS04510	False	
gene-SAURSH1000_RS06175	575	733	611	916	515	499	1088	580	630	991	684	371	551	881	209	184	203	81	132	209	42	host	gene-SAURSH1000_RS06175	False	
gene-SAURSH1000_RS00240	19	19	17	27	18	11	30	30	15	27	31	12	31	46	4	14	16	2	9	36	1	host	gene-SAURSH1000_RS00240	False	
gene-SAURSH1000_RS08725	8	12	7	15	5	12	21	14	19	23	20	6	16	18	2	4	6	1	5	8	0	host	gene-SAURSH1000_RS08725	False	
gene-SAURSH1000_RS09290	264	205	211	361	273	209	407	311	249	333	450	135	221	345	45	71	110	32	61	115	14	host	rlmD	False	
gene-SAURSH1000_RS05645	753	718	678	874	730	768	816	1004	484	1058	1146	327	513	717	209	126	193	76	100	250	51	host	ftsY	False	
gene-SAURSH1000_RS00700	242	320	233	340	215	210	377	178	235	426	248	124	237	267	55	89	77	33	72	64	11	host	gene-SAURSH1000_RS00700_gene_brnQ	False	
gene-SAURSH1000_RS12685	162	128	134	280	141	101	262	78	163	236	116	46	171	99	40	46	33	6	34	27	7	host	gene-SAURSH1000_RS12685	False	
gene-SAURSH1000_RS07125	814	898	716	1250	1052	781	1467	944	893	1226	924	577	634	932	216	202	239	79	154	248	54	host	gene-SAURSH1000_RS07125	False	
gene-SAURSH1000_RS08520	90	56	69	99	90	82	113	85	71	100	105	28	46	88	22	29	16	6	10	30	3	host	ytkD	False	
gene-SAURSH1000_RS09600	76	155	93	161	155	69	133	127	77	135	152	37	96	141	21	30	42	6	28	33	1	host	gene-SAURSH1000_RS09600	False	
gene-SAURSH1000_RS12615	295	172	302	483	321	364	521	430	336	492	471	192	278	444	99	83	116	45	72	114	27	host	panD	False	
gene-SAURSH1000_RS13080	40	66	38	47	61	35	52	58	35	48	54	20	38	50	12	10	15	7	7	21	3	host	gene-SAURSH1000_RS13080	False	
gene-CPT_phageK_gp229	0	0	0	3	0	1	66	6	34	1257	152	1252	2815	1662	1670	801	1049	838	433	486	290	phage	gene-CPT_phageK_gp229	False	
gene-SAURSH1000_RS00615	62	86	68	97	65	107	95	65	86	117	60	43	110	69	38	32	43	16	22	26	8	host	gene-SAURSH1000_RS00615	False	
gene-SAURSH1000_RS05955	559	664	526	684	893	619	720	906	497	720	792	216	399	658	133	118	191	56	116	201	33	host	mutS	False	
gene-SAURSH1000_RS10605	30	17	35	68	19	31	74	18	31	70	35	28	36	42	9	14	10	5	12	10	0	host	gene-SAURSH1000_RS10605	False	
gene-SAURSH1000_RS05305	16	19	10	20	15	21	20	21	18	21	14	10	64	47	10	51	58	17	38	184	3	host	gene-SAURSH1000_RS05305_gene_arcC	False	
gene-SAURSH1000_RS00825	129	20	282	130	12	322	80	14	96	140	21	53	172	65	42	45	49	24	21	47	9	host	gene-SAURSH1000_RS00825	False	
gene-SAURSH1000_RS09445	389	616	350	673	569	315	609	438	417	961	358	289	937	360	181	314	236	98	334	168	41	host	gene-SAURSH1000_RS09445	False	
gene-SAURSH1000_RS09870	42	43	38	75	52	39	92	53	53	95	77	32	65	69	8	26	27	9	10	21	4	host	gene-SAURSH1000_RS09870	False	
gene-CPT_phageK_gp185	0	0	0	31	1	1	7	0	2	50	10	44	336	160	393	2537	2017	5042	4329	4471	3107	phage	gene-CPT_phageK_gp185	False	
gene-SAURSH1000_RS02275	693	734	695	1123	996	851	1220	1296	833	1366	1424	384	743	997	186	176	321	68	183	311	42	host	hpt	False	
gene-SAURSH1000_RS03495	2	2	0	1	2	3	3	3	1	11	4	1	3	3	1	1	1	0	1	0	0	host	gene-SAURSH1000_RS03495	False	
gene-SAURSH1000_RS00300	36	47	31	70	38	45	67	44	42	112	49	30	129	80	22	26	34	11	11	25	5	host	gene-SAURSH1000_RS00300	False	
gene-SAURSH1000_RS11975	22	40	19	37	58	39	42	50	17	39	58	7	19	37	6	3	9	0	9	12	1	host	gene-SAURSH1000_RS11975	False	
gene-SAURSH1000_RS11215	52	34	69	38	17	60	55	24	26	58	18	12	55	26	12	13	17	12	13	41	4	host	hutU	False	
gene-SAURSH1000_RS06945	1	1	2	1	4	3	0	4	1	6	1	0	2	4	0	0	0	2	0	1	0	host	gene-SAURSH1000_RS06945	False	
gene-SAURSH1000_RS07505	41	82	46	73	110	55	54	102	50	67	91	24	40	52	11	7	15	2	8	9	2	host	gene-SAURSH1000_RS07505	False	
gene-SAURSH1000_RS05875	443	349	393	662	686	534	681	776	462	608	883	231	252	593	107	93	144	40	95	150	19	host	gene-SAURSH1000_RS05875	False	
gene-SAURSH1000_RS08545	851	798	1237	1016	387	1295	1049	408	811	1397	370	604	990	629	456	250	264	171	141	289	114	host	gene-SAURSH1000_RS08545	False	
gene-SAURSH1000_RS10880	72	23	39	84	41	47	102	63	69	88	96	36	50	78	9	13	33	2	35	28	3	host	gene-SAURSH1000_RS10880	False	
gene-SAURSH1000_RS02155	86	87	73	99	109	74	90	152	72	83	159	43	68	132	19	26	43	10	12	43	10	host	gene-SAURSH1000_RS02155	False	
gene-SAURSH1000_RS10280	156	116	116	168	108	114	120	148	90	189	174	63	93	166	35	39	51	11	33	57	8	host	fmtB	False	
gene-SAURSH1000_RS00745	11	9	15	17	1	15	20	12	10	28	8	7	14	16	2	1	4	1	4	7	0	host	gene-SAURSH1000_RS00745	False	
gene-SAURSH1000_RS00415	21	17	9	37	11	21	34	30	23	38	35	9	20	14	3	7	4	0	4	8	0	host	gene-SAURSH1000_RS00415	False	
gene-SAURSH1000_RS11785	512	442	496	882	575	483	754	647	583	790	762	238	423	588	108	162	146	50	151	162	51	host	gene-SAURSH1000_RS11785	False	
gene-SAURSH1000_RS00175	86	40	54	121	877	57	123	927	77	148	705	40	79	298	20	15	45	9	10	27	19	host	cstB	False	
gene-SAURSH1000_RS04880	414	682	276	588	530	307	570	302	381	1250	323	198	738	1505	161	288	328	56	146	311	28	host	gene-SAURSH1000_RS04880	False	
gene-CPT_phageK_gp063	0	0	0	3	0	0	89	6	39	944	131	772	1598	882	887	219	295	196	86	82	80	phage	gene-CPT_phageK_gp063	False	
gene-SAURSH1000_RS00490	58	93	74	80	70	59	134	65	64	123	111	52	96	154	39	29	48	13	16	54	10	host	gene-SAURSH1000_RS00490	False	
gene-SAURSH1000_RS05260	101	75	61	167	64	77	228	87	63	265	113	51	242	174	32	54	72	9	42	62	6	host	gene-SAURSH1000_RS05260	False	
gene-SAURSH1000_RS03155	212	201	236	353	247	277	476	299	267	426	353	143	195	337	58	65	98	27	54	102	16	host	graS	False	
gene-SAURSH1000_RS05965	125	163	134	190	181	140	191	240	140	251	205	65	87	103	36	34	36	20	26	28	9	host	gene-SAURSH1000_RS05965	False	
gene-SAURSH1000_RS11725	0	0	0	0	1	1	1	1	0	2	2	0	1	1	0	0	0	0	0	0	0	host	gene-SAURSH1000_RS11725	False	
gene-SAURSH1000_RS03300	327	621	348	481	364	316	466	404	390	457	444	199	367	565	87	124	156	45	71	170	22	host	gene-SAURSH1000_RS03300	False	
gene-SAURSH1000_RS11155	100	92	66	169	78	78	161	67	93	160	87	59	76	84	32	37	25	11	28	25	6	host	gene-SAURSH1000_RS11155	False	
gene-SAURSH1000_RS01335	15	602	10	40	60	28	47	18	19	320	40	8	389	302	64	74	146	5	44	83	11	host	gene-SAURSH1000_RS01335	False	
gene-SAURSH1000_RS03810	28	43	26	46	41	33	69	47	26	78	55	19	45	70	6	17	24	4	12	16	2	host	gene-SAURSH1000_RS03810	False	
gene-SAURSH1000_RS07855	21	25	17	37	29	17	37	10	14	17	19	11	23	15	5	7	5	3	3	4	1	host	gene-SAURSH1000_RS07855	False	
gene-SAURSH1000_RS05255	17	35	45	23	21	26	26	39	24	24	66	11	33	84	17	31	54	16	24	39	12	host	scb	False	
gene-SAURSH1000_RS00015	265	342	252	339	265	213	424	237	241	331	322	147	238	297	90	86	94	48	39	91	38	host	yaaA	False	
gene-SAURSH1000_RS10555	147	298	255	255	307	241	342	246	267	243	235	118	128	172	71	44	53	34	23	39	25	host	gene-SAURSH1000_RS10555	False	
gene-SAURSH1000_RS00530	3	5	7	9	5	11	5	7	3	5	12	4	12	16	13	4	4	5	3	6	0	host	cap8C	False	
gene-SAURSH1000_RS07970	487	619	479	690	617	552	699	624	490	731	572	264	416	589	129	139	210	82	88	150	41	host	coaE	False	
gene-SAURSH1000_RS10585	8	36	12	13	16	5	11	15	6	20	16	8	19	15	4	7	4	7	6	4	4	host	gene-SAURSH1000_RS10585	False	
gene-SAURSH1000_RS11415	59	150	98	164	103	161	132	96	112	165	84	35	108	72	41	20	20	6	17	26	7	host	gene-SAURSH1000_RS11415	False	
gene-SAURSH1000_RS11630	38	72	21	59	71	32	71	61	39	55	71	28	43	62	10	15	26	2	16	18	1	host	fmhA	False	
gene-SAURSH1000_RS06055	4	5	5	16	4	1	9	2	8	18	7	0	3	3	2	2	0	0	0	0	0	host	gene-SAURSH1000_RS06055	False	
gene-SAURSH1000_RS05960	403	559	431	604	661	480	593	774	400	668	701	182	264	400	85	74	126	31	63	125	18	host	mutL	False	
gene-SAURSH1000_RS07170	367	337	318	581	376	373	552	539	290	573	584	152	211	376	75	71	102	30	53	108	21	host	gene-SAURSH1000_RS07170	False	
gene-SAURSH1000_RS03770	205	220	179	339	179	189	324	180	185	377	225	111	202	210	58	75	65	17	83	72	18	host	gene-SAURSH1000_RS03770	False	
gene-SAURSH1000_RS13110	139	236	140	254	131	148	251	118	188	239	126	102	175	116	60	55	77	25	68	62	22	host	gene-SAURSH1000_RS13110	False	
gene-SAURSH1000_RS03405	379	261	264	562	421	323	482	365	310	448	352	177	268	233	61	134	88	36	120	88	15	host	gene-SAURSH1000_RS03405	False	
gene-SAURSH1000_RS10050	140	151	130	148	179	115	181	193	123	184	202	62	56	126	21	34	35	8	22	45	4	host	gene-SAURSH1000_RS10050	False	
gene-SAURSH1000_RS10230	92	124	89	169	123	115	147	130	106	290	153	55	161	131	23	31	44	6	22	45	10	host	gene-SAURSH1000_RS10230	False	
gene-SAURSH1000_RS08555	100	46	147	139	24	163	143	30	75	223	43	60	97	65	27	20	15	6	13	27	4	host	gene-SAURSH1000_RS08555	False	
gene-SAURSH1000_RS00385	37	28	40	68	31	61	54	25	41	85	52	19	50	50	16	11	16	3	9	10	4	host	gene-SAURSH1000_RS00385	False	
gene-SAURSH1000_RS06555	263	441	365	412	397	426	461	344	346	516	275	140	303	260	105	91	128	51	58	100	23	host	gene-SAURSH1000_RS06555	False	
gene-SAURSH1000_RS03065	541	570	470	675	1081	481	757	1018	560	539	1012	258	270	691	90	121	152	38	105	155	24	host	pbp4	False	
gene-SAURSH1000_RS10095	851	841	844	1076	1137	904	1437	1295	803	1059	1365	467	616	1081	267	256	283	109	153	317	76	host	gene-SAURSH1000_RS10095	False	
gene-SAURSH1000_RS12850	18	38	12	20	23	13	19	15	18	30	25	12	33	61	19	15	16	13	14	20	6	host	arcA	False	
gene-SAURSH1000_RS02915	117	154	171	227	128	160	227	138	151	243	202	83	136	161	28	33	36	12	39	36	5	host	gene-SAURSH1000_RS02915	False	
gene-SAURSH1000_RS00905	33	20	58	46	9	39	43	10	38	31	17	14	29	16	21	9	11	9	4	8	2	host	gene-SAURSH1000_RS00905	False	
gene-CPT_phageK_gp204	0	2	0	38	0	0	105	13	34	2225	288	2510	9312	4769	6550	4672	5753	6563	3041	3640	1902	phage	gene-CPT_phageK_gp204	False	
gene-CPT_phageK_gp128	0	0	0	110	0	1	10	9	1	647	86	1310	5056	3602	5091	8398	7593	9618	11255	9006	5250	phage	gene-CPT_phageK_gp128	False	
gene-SAURSH1000_RS05785	870	705	797	1464	1119	882	1442	1292	892	1377	1367	437	639	919	155	205	251	73	199	248	30	host	gene-SAURSH1000_RS05785	False	
gene-SAURSH1000_RS05920	388	385	431	649	445	450	699	507	424	569	595	208	274	471	102	99	131	35	93	135	27	host	gene-SAURSH1000_RS05920	False	
gene-CPT_phageK_gp002	0	0	0	3	0	1	50	1	7	744	95	728	1600	992	759	367	356	280	209	121	119	phage	gene-CPT_phageK_gp002	False	
gene-SAURSH1000_RS07865	430	491	425	436	407	399	651	461	416	624	674	281	367	824	205	141	205	68	93	284	42	host	hemB	False	
gene-SAURSH1000_RS06220	185	109	233	352	243	247	391	304	249	507	375	145	315	523	78	79	174	34	74	180	19	host	gene-SAURSH1000_RS06220	False	
gene-SAURSH1000_RS05440	187	205	189	331	234	201	319	262	206	268	262	135	167	155	67	76	43	40	52	47	23	host	gene-SAURSH1000_RS05440	False	
gene-SAURSH1000_RS03675	543	957	534	609	865	637	638	1093	381	799	1057	292	672	809	231	180	281	119	129	343	61	host	uvrB	False	
gene-SAURSH1000_RS05840	368	401	481	603	451	569	676	399	507	691	481	214	345	400	103	100	148	51	85	171	29	host	ribF	False	
gene-SAURSH1000_RS06295	683	643	450	1188	436	439	1183	544	572	951	651	376	669	557	161	219	178	81	248	159	45	host	plsY	False	
gene-SAURSH1000_RS08495	917	848	855	2082	771	934	2170	1071	1115	2035	1540	638	1005	1427	265	307	373	134	339	363	86	host	gene-SAURSH1000_RS08495	False	
gene-SAURSH1000_RS09140	414	530	343	445	409	308	518	309	370	419	335	183	311	362	99	166	112	78	114	124	48	host	gene-SAURSH1000_RS09140	False	
gene-SAURSH1000_RS08335	176	161	180	180	176	138	295	197	190	250	214	83	106	238	50	52	61	17	43	60	19	host	gene-SAURSH1000_RS08335	False	
gene-SAURSH1000_RS06745	216	199	154	343	145	176	339	131	203	555	148	111	278	488	45	64	111	15	64	143	16	host	gene-SAURSH1000_RS06745	False	
gene-SAURSH1000_RS07055	406	441	487	764	413	481	807	378	560	769	446	272	407	406	151	125	145	65	87	161	33	host	gene-SAURSH1000_RS07055	False	
gene-SAURSH1000_RS12475	22	13	8	22	38	19	24	32	18	19	50	4	4	14	3	1	3	2	3	5	1	host	gene-SAURSH1000_RS12475	False	
gene-SAURSH1000_RS05945	207	269	202	274	268	266	309	366	196	376	406	130	227	414	86	66	123	26	34	94	18	host	gene-SAURSH1000_RS05945	False	
gene-SAURSH1000_RS00085	419	356	456	570	878	463	803	735	472	599	674	263	519	1123	188	263	368	72	150	508	50	host	gene-SAURSH1000_RS00085	False	
gene-SAURSH1000_RS12980	9	22	24	21	28	28	32	20	23	24	23	11	10	23	4	5	6	1	7	6	1	host	gene-SAURSH1000_RS12980	False	
gene-SAURSH1000_RS00765	40	123	46	73	60	60	88	34	74	158	63	36	94	68	37	24	26	8	14	26	9	host	gene-SAURSH1000_RS00765	False	
gene-SAURSH1000_RS07255	4	2	6	10	8	6	12	4	8	11	4	7	9	7	0	2	1	2	0	2	0	host	gene-SAURSH1000_RS07255	False	
gene-SAURSH1000_RS09185	547	464	665	746	452	725	870	551	660	712	616	396	375	599	206	132	149	119	77	163	67	host	gene-SAURSH1000_RS09185	False	
gene-SAURSH1000_RS06710	465	423	313	441	322	317	367	325	231	428	425	130	289	437	82	112	152	43	86	197	29	host	ebh	False	
gene-SAURSH1000_RS11210	49	46	60	66	40	47	65	22	36	62	32	33	74	47	17	27	18	10	21	18	6	host	hutI	False	
gene-SAURSH1000_RS00250	3	8	4	4	10	6	6	17	6	16	13	2	14	12	0	1	7	1	1	2	1	host	gene-SAURSH1000_RS00250	False	
gene-SAURSH1000_RS05525	240	316	265	299	274	278	370	277	212	318	326	141	246	318	84	83	96	40	47	95	30	host	coaBC	False	
gene-SAURSH1000_RS06805	177	297	184	235	342	226	289	229	175	206	228	96	140	213	51	62	68	22	25	70	11	host	gene-SAURSH1000_RS06805	False	
gene-SAURSH1000_RS03695	163	202	201	254	174	242	329	197	201	369	221	140	217	285	70	90	72	30	42	81	18	host	gene-SAURSH1000_RS03695	False	
gene-SAURSH1000_RS07270	2	0	3	6	4	4	3	4	1	4	4	1	2	4	1	0	2	0	0	0	0	host	comGC	False	
gene-SAURSH1000_RS02935	253	289	197	353	311	281	330	279	218	431	238	101	240	168	44	50	72	20	55	62	9	host	gene-SAURSH1000_RS02935	False	
gene-SAURSH1000_RS04395	17	16	11	12	15	13	18	22	7	25	16	7	17	17	4	10	8	1	4	7	0	host	opp4B	False	
gene-SAURSH1000_RS03445	150	163	145	215	185	190	269	206	193	300	278	83	144	249	42	50	50	23	40	57	16	host	gene-SAURSH1000_RS03445	False	
gene-SAURSH1000_RS01560	32	19	29	34	17	11	50	22	15	35	29	13	19	49	11	3	9	2	4	7	3	host	gene-SAURSH1000_RS01560	False	
gene-SAURSH1000_RS05690	214	211	192	246	217	208	224	320	155	278	353	108	193	319	60	53	70	16	37	81	18	host	gene-SAURSH1000_RS05690	False	
gene-SAURSH1000_RS09525	13	21	20	23	23	14	26	16	20	29	25	8	30	44	7	11	32	6	4	33	3	host	lukG	False	
gene-SAURSH1000_RS05105	43	13	30	73	5	40	66	8	38	52	16	20	29	26	7	3	5	7	5	7	5	host	isdC	False	
gene-SAURSH1000_RS05315	153	141	118	234	134	128	230	174	144	243	176	82	134	185	31	53	43	9	42	53	5	host	gene-SAURSH1000_RS05315	False	
gene-SAURSH1000_RS05295	2	7	8	8	7	3	5	8	4	9	14	2	12	9	1	2	6	0	1	6	0	host	gene-SAURSH1000_RS05295	False	
gene-SAURSH1000_RS09595	229	295	297	352	324	289	425	352	249	376	432	135	199	341	62	96	96	29	59	97	19	host	gene-SAURSH1000_RS09595	False	
gene-SAURSH1000_RS04115	101	105	132	196	118	118	181	95	136	180	131	49	113	75	20	21	35	12	35	35	14	host	gene-SAURSH1000_RS04115	False	
gene-SAURSH1000_RS12145	125	152	92	124	196	110	123	135	113	147	85	43	73	66	20	21	27	11	21	32	9	host	gene-SAURSH1000_RS12145	False	
gene-SAURSH1000_RS07520	626	589	585	756	586	685	822	745	559	875	839	286	318	565	166	108	141	52	76	145	33	host	yqeK	False	
gene-SAURSH1000_RS10145	482	496	495	987	337	466	860	345	565	848	506	353	484	459	162	201	165	76	122	177	60	host	gene-SAURSH1000_RS10145	False	
gene-SAURSH1000_RS03365	567	488	655	929	546	768	1002	473	766	777	523	379	455	507	143	140	175	63	109	222	39	host	nagA	False	
gene-SAURSH1000_RS11250	210	327	178	326	355	237	496	427	260	492	618	185	277	738	90	83	161	32	61	146	20	host	gene-SAURSH1000_RS11250	False	
gene-SAURSH1000_RS08030	1131	910	878	1501	1082	955	1757	1473	1035	1605	1858	617	672	1338	232	250	342	116	206	340	96	host	gene-SAURSH1000_RS08030	False	
gene-SAURSH1000_RS09275	173	166	136	273	199	177	296	282	179	224	382	93	129	202	36	63	69	14	51	66	15	host	gene-SAURSH1000_RS09275	False	
gene-SAURSH1000_RS12325	147	187	145	176	206	120	191	165	126	169	163	66	137	164	35	38	35	16	28	44	8	host	gene-SAURSH1000_RS12325	False	
gene-SAURSH1000_RS09130	247	322	240	502	339	274	424	334	278	398	440	166	233	292	67	85	83	42	69	105	23	host	gene-SAURSH1000_RS09130	False	
gene-SAURSH1000_RS01230	17	11	11	19	9	15	9	10	6	27	17	8	19	20	11	4	10	4	3	6	4	host	esxD	False	
gene-CPT_phageK_gp126	0	0	0	44	1	1	22	1	11	298	38	490	765	588	862	2906	1964	5039	4616	4230	2427	phage	gene-CPT_phageK_gp126	False	
gene-SAURSH1000_RS01835	15	7	14	18	14	11	17	13	11	31	17	11	14	16	3	5	4	3	2	2	0	host	gene-SAURSH1000_RS01835	False	
gene-SAURSH1000_RS07035	42	47	39	67	66	32	57	45	49	36	42	17	22	49	8	11	13	4	7	20	1	host	gene-SAURSH1000_RS07035	False	
gene-SAURSH1000_RS13120	280	242	287	401	441	287	407	603	383	226	703	179	72	193	39	39	47	31	46	58	19	host	gene-SAURSH1000_RS13120	False	
gene-SAURSH1000_RS00650	93	58	73	169	64	84	162	63	99	105	117	68	64	57	26	31	12	10	25	32	7	host	gene-SAURSH1000_RS00650	False	
gene-SAURSH1000_RS02815	10	7	11	30	10	21	22	19	14	47	24	9	25	22	4	5	10	2	2	7	2	host	gene-SAURSH1000_RS02815	False	
gene-SAURSH1000_RS02910	294	244	235	535	380	256	616	441	295	515	573	162	293	451	72	99	133	28	68	118	21	host	gene-SAURSH1000_RS02910	False	
gene-CPT_phageK_gp208	0	0	0	34	2	1	125	14	45	3172	427	3398	11140	6576	7957	5123	7238	5991	2866	3664	1827	phage	gene-CPT_phageK_gp208	False	
gene-SAURSH1000_RS11420	587	774	618	1045	880	646	1006	679	708	871	757	414	392	445	185	147	129	79	113	126	38	host	gene-SAURSH1000_RS11420	False	
gene-SAURSH1000_RS11760	702	650	449	640	654	364	689	634	510	546	648	238	344	519	110	199	139	51	152	128	23	host	gene-SAURSH1000_RS11760	False	
gene-SAURSH1000_RS00725	74	51	204	93	8	132	96	11	43	116	16	31	175	48	34	35	34	17	19	45	10	host	mupG	False	
gene-SAURSH1000_RS02040	28	30	20	39	22	21	42	13	27	41	33	11	28	37	8	7	4	5	7	9	2	host	gene-SAURSH1000_RS02040	False	
gene-SAURSH1000_RS08685	20	43	20	22	30	28	28	19	24	39	23	20	27	30	14	15	16	8	7	15	10	host	gene-SAURSH1000_RS08685	False	
gene-SAURSH1000_RS08400	192	117	160	233	144	208	244	175	150	224	316	99	109	238	45	24	37	20	23	55	4	host	ribB	False	
gene-SAURSH1000_RS12300	49	94	77	53	134	62	91	64	77	67	60	34	35	58	18	21	14	6	19	15	3	host	gene-SAURSH1000_RS12300	False	
gene-SAURSH1000_RS07950	549	723	511	753	537	599	886	657	528	813	757	308	567	849	175	173	259	76	111	239	45	host	dnaI	False	
gene-SAURSH1000_RS13235	486	573	452	538	678	458	673	875	476	646	1212	274	306	561	159	102	180	72	81	168	36	host	noc	False	
gene-SAURSH1000_RS03915	83	112	75	109	30	83	76	26	68	168	24	50	313	126	105	67	66	33	37	54	24	host	gene-SAURSH1000_RS03915	False	
gene-SAURSH1000_RS05665	227	233	167	294	447	189	410	644	231	326	771	96	117	320	52	40	72	19	43	85	10	host	rimM	False	
gene-SAURSH1000_RS11960	938	757	881	1032	836	805	1130	898	1015	1152	1165	573	570	933	253	254	188	119	142	137	67	host	gene-SAURSH1000_RS11960	False	
gene-SAURSH1000_RS00445	26	53	28	40	19	26	36	6	17	49	12	13	175	84	46	78	71	44	44	121	31	host	gene-SAURSH1000_RS00445_gene_deoD	False	
gene-SAURSH1000_RS10490	39	41	54	52	37	44	67	32	41	41	43	23	31	40	12	14	17	8	6	11	10	host	lacG	False	
gene-SAURSH1000_RS05410	1063	1712	929	1115	1591	1026	1315	1570	917	997	1457	451	574	1035	206	201	259	63	136	298	55	host	gene-SAURSH1000_RS05410	False	
gene-SAURSH1000_RS11475	135	513	216	247	402	198	174	235	205	279	124	103	430	202	116	156	186	83	85	107	42	host	gene-SAURSH1000_RS11475	False	
gene-SAURSH1000_RS12590	186	207	137	370	234	174	387	236	188	373	249	122	190	229	52	59	45	21	59	69	19	host	gene-SAURSH1000_RS12590	False	
gene-SAURSH1000_RS04845	119	244	185	211	186	142	147	62	181	355	55	73	732	104	100	215	112	60	109	59	36	host	graF	False	
gene-SAURSH1000_RS05420	512	632	427	518	680	563	625	699	419	575	623	198	302	456	104	114	129	40	86	108	27	host	gene-SAURSH1000_RS05420	False	
gene-SAURSH1000_RS04700	253	143	152	455	325	287	388	309	258	326	282	122	134	143	34	49	46	27	59	50	8	host	gene-SAURSH1000_RS04700	False	
gene-CPT_phageK_gp189	0	0	0	47	0	0	2	0	0	7	1	5	14	14	11	841	272	2399	6584	2678	5346	phage	gene-CPT_phageK_gp189	False	
gene-CPT_phageK_gp136	0	0	0	34	1	0	78	12	24	2463	359	3020	12048	6069	8713	4946	6880	5192	2389	2865	1569	phage	gene-CPT_phageK_gp136	False	
gene-SAURSH1000_RS00290	3	2	2	4	4	6	5	3	3	3	6	2	7	5	1	1	1	3	0	1	0	host	gene-SAURSH1000_RS00290	False	
gene-SAURSH1000_RS06360	278	403	321	430	296	442	442	274	281	399	358	177	344	333	118	84	122	52	50	147	34	host	gene-SAURSH1000_RS06360	False	
gene-SAURSH1000_RS05145	489	543	514	713	469	495	966	665	587	867	860	289	451	744	163	133	187	65	104	188	28	host	pheS	False	
gene-SAURSH1000_RS04015	9	18	4	15	11	10	13	18	10	23	30	7	14	10	3	7	2	0	2	0	0	host	gene-SAURSH1000_RS04015	False	
gene-SAURSH1000_RS06025	32	22	14	25	27	11	39	22	20	38	11	11	32	25	5	9	5	3	7	6	1	host	gene-SAURSH1000_RS06025	False	
gene-SAURSH1000_RS09950	503	149	514	746	296	421	914	337	675	398	450	343	120	132	110	50	23	63	57	38	32	host	sceD	False	
gene-SAURSH1000_RS02005	43	125	38	54	94	43	79	63	53	80	81	19	51	60	16	10	12	7	13	21	3	host	gmpC	False	
